1.5897088e-002,1.7361776e+041,1.7361776e+041
2.6948656e-002,2.2717619e+041,2.2717619e+041
4.4698480e-002,2.8957552e+041,2.8957552e+041
6.4613401e-002,3.3064845e+041,3.3064845e+041
8.5721903e-002,3.4924054e+041,3.4924054e+041
1.2807677e-001,3.9138680e+041,3.9138680e+041
2.0766517e-001,4.4911328e+041,4.4911328e+041
3.2918874e-001,4.8222892e+041,4.8222892e+041
4.9136148e-001,4.5591721e+041,4.5591721e+041
7.1863514e-001,3.5694961e+041,3.5694961e+041
1.2885666e+000,1.7906031e+041,1.7906031e+041
3.8656998e+000,4.2927668e+040,4.2927668e+040
