0.020006463,6.83E+38,6.83E+38
0.020020239,6.84E+38,6.84E+38
0.020034024,6.84E+38,6.84E+38
0.020047819,6.85E+38,6.85E+38
0.020061623,6.86E+38,6.86E+38
0.020075437,6.87E+38,6.87E+38
0.02008926,6.88E+38,6.88E+38
0.020103093,6.88E+38,6.88E+38
0.020116936,6.89E+38,6.89E+38
0.020130788,6.90E+38,6.90E+38
0.020144649,6.91E+38,6.91E+38
0.02015852,6.91E+38,6.91E+38
0.020172401,6.92E+38,6.92E+38
0.020186291,6.93E+38,6.93E+38
0.02020019,6.94E+38,6.94E+38
0.0202141,6.95E+38,6.95E+38
0.020228018,6.95E+38,6.95E+38
0.020241947,6.96E+38,6.96E+38
0.020255885,6.97E+38,6.97E+38
0.020269832,6.98E+38,6.98E+38
0.020283789,6.99E+38,6.99E+38
0.020297756,7.00E+38,7.00E+38
0.020311733,7.00E+38,7.00E+38
0.020325719,7.01E+38,7.01E+38
0.020339714,7.02E+38,7.02E+38
0.02035372,7.03E+38,7.03E+38
0.020367735,7.04E+38,7.04E+38
0.020381759,7.04E+38,7.04E+38
0.020395794,7.05E+38,7.05E+38
0.020409837,7.06E+38,7.06E+38
0.020423891,7.07E+38,7.07E+38
0.020437954,7.08E+38,7.08E+38
0.020452027,7.08E+38,7.08E+38
0.02046611,7.09E+38,7.09E+38
0.020480202,7.10E+38,7.10E+38
0.020494304,7.11E+38,7.11E+38
0.020508416,7.12E+38,7.12E+38
0.020522537,7.13E+38,7.13E+38
0.020536669,7.13E+38,7.13E+38
0.02055081,7.14E+38,7.14E+38
0.02056496,7.15E+38,7.15E+38
0.020579121,7.16E+38,7.16E+38
0.020593291,7.17E+38,7.17E+38
0.020607471,7.17E+38,7.17E+38
0.02062166,7.18E+38,7.18E+38
0.02063586,7.19E+38,7.19E+38
0.020650069,7.20E+38,7.20E+38
0.020664288,7.21E+38,7.21E+38
0.020678517,7.22E+38,7.22E+38
0.020692755,7.22E+38,7.22E+38
0.020707004,7.23E+38,7.23E+38
0.020721262,7.24E+38,7.24E+38
0.02073553,7.25E+38,7.25E+38
0.020749808,7.26E+38,7.26E+38
0.020764096,7.27E+38,7.27E+38
0.020778393,7.27E+38,7.27E+38
0.020792701,7.28E+38,7.28E+38
0.020807018,7.29E+38,7.29E+38
0.020821345,7.30E+38,7.30E+38
0.020835682,7.31E+38,7.31E+38
0.020850029,7.32E+38,7.32E+38
0.020864385,7.33E+38,7.33E+38
0.020878752,7.33E+38,7.33E+38
0.020893128,7.34E+38,7.34E+38
0.020907515,7.35E+38,7.35E+38
0.020921911,7.36E+38,7.36E+38
0.020936317,7.37E+38,7.37E+38
0.020950733,7.38E+38,7.38E+38
0.020965159,7.38E+38,7.38E+38
0.020979595,7.39E+38,7.39E+38
0.020994041,7.40E+38,7.40E+38
0.021008497,7.41E+38,7.41E+38
0.021022963,7.42E+38,7.42E+38
0.021037439,7.43E+38,7.43E+38
0.021051924,7.44E+38,7.44E+38
0.02106642,7.44E+38,7.44E+38
0.021080926,7.45E+38,7.45E+38
0.021095441,7.46E+38,7.46E+38
0.021109967,7.47E+38,7.47E+38
0.021124503,7.48E+38,7.48E+38
0.021139048,7.49E+38,7.49E+38
0.021153604,7.50E+38,7.50E+38
0.02116817,7.50E+38,7.50E+38
0.021182746,7.51E+38,7.51E+38
0.021197331,7.52E+38,7.52E+38
0.021211927,7.53E+38,7.53E+38
0.021226533,7.54E+38,7.54E+38
0.021241149,7.55E+38,7.55E+38
0.021255775,7.56E+38,7.56E+38
0.021270411,7.57E+38,7.57E+38
0.021285057,7.57E+38,7.57E+38
0.021299714,7.58E+38,7.58E+38
0.02131438,7.59E+38,7.59E+38
0.021329056,7.60E+38,7.60E+38
0.021343743,7.61E+38,7.61E+38
0.02135844,7.62E+38,7.62E+38
0.021373146,7.63E+38,7.63E+38
0.021387863,7.64E+38,7.64E+38
0.02140259,7.64E+38,7.64E+38
0.021417327,7.65E+38,7.65E+38
0.021432075,7.66E+38,7.66E+38
0.021446832,7.67E+38,7.67E+38
0.0214616,7.68E+38,7.68E+38
0.021476378,7.69E+38,7.69E+38
0.021491166,7.70E+38,7.70E+38
0.021505964,7.71E+38,7.71E+38
0.021520772,7.72E+38,7.72E+38
0.021535591,7.72E+38,7.72E+38
0.021550419,7.73E+38,7.73E+38
0.021565258,7.74E+38,7.74E+38
0.021580108,7.75E+38,7.75E+38
0.021594967,7.76E+38,7.76E+38
0.021609837,7.77E+38,7.77E+38
0.021624716,7.78E+38,7.78E+38
0.021639607,7.79E+38,7.79E+38
0.021654507,7.80E+38,7.80E+38
0.021669418,7.80E+38,7.80E+38
0.021684338,7.81E+38,7.81E+38
0.02169927,7.82E+38,7.82E+38
0.021714211,7.83E+38,7.83E+38
0.021729163,7.84E+38,7.84E+38
0.021744125,7.85E+38,7.85E+38
0.021759097,7.86E+38,7.86E+38
0.02177408,7.87E+38,7.87E+38
0.021789073,7.88E+38,7.88E+38
0.021804076,7.89E+38,7.89E+38
0.02181909,7.89E+38,7.89E+38
0.021834114,7.90E+38,7.90E+38
0.021849148,7.91E+38,7.91E+38
0.021864193,7.92E+38,7.92E+38
0.021879248,7.93E+38,7.93E+38
0.021894313,7.94E+38,7.94E+38
0.021909389,7.95E+38,7.95E+38
0.021924475,7.96E+38,7.96E+38
0.021939571,7.97E+38,7.97E+38
0.021954678,7.98E+38,7.98E+38
0.021969796,7.99E+38,7.99E+38
0.021984923,8.00E+38,8.00E+38
0.022000062,8.00E+38,8.00E+38
0.02201521,8.01E+38,8.01E+38
0.022030369,8.02E+38,8.02E+38
0.022045539,8.03E+38,8.03E+38
0.022060718,8.04E+38,8.04E+38
0.022075909,8.05E+38,8.05E+38
0.02209111,8.06E+38,8.06E+38
0.022106321,8.07E+38,8.07E+38
0.022121543,8.08E+38,8.08E+38
