1.9622282e-003,6.3635918e+040,6.3635918e+040
7.7791167e-003,1.5560512e+041,1.5560512e+041
9.7386555e-003,1.7027001e+041,1.7027001e+041
1.1586786e-002,1.7897377e+041,1.7897377e+041
1.6879139e-002,2.1552946e+041,2.1552946e+041
2.6265450e-002,2.7010875e+041,2.7010875e+041
8.2674431e-002,5.5004703e+041,5.5004703e+041
1.5487069e-001,7.7215564e+041,7.7215564e+041
2.4659122e-001,9.5672167e+041,9.5672167e+041
3.4898385e-001,1.0764584e+042,1.0764584e+042
4.6156083e-001,1.1345926e+042,1.1345926e+042
5.8030421e-001,1.1268970e+042,1.1268970e+042
7.1564539e-001,1.0677284e+042,1.0677284e+042
8.7387631e-001,9.5508202e+041,9.5508202e+041
1.0893344e+000,7.9599175e+041,7.9599175e+041
1.4455719e+000,5.8220086e+041,5.8220086e+041
2.5314169e+000,2.8726046e+041,2.8726046e+041
7.5942506e+000,6.8867764e+040,6.8867764e+040
