 6.0802e+00, 3.4056e-08
 6.4423e+00, 4.3374e-08
 6.8260e+00, 5.1697e-08
 7.2326e+00, 6.4060e-08
 7.6634e+00, 7.7644e-08
 8.1198e+00, 9.3650e-08
 8.6034e+00, 1.1288e-07
 9.1158e+00, 1.3505e-07
 9.6588e+00, 1.6205e-07
 1.0234e+01, 1.9420e-07
 1.0844e+01, 2.3043e-07
 1.1489e+01, 2.7331e-07
 1.2174e+01, 3.2283e-07
 1.2899e+01, 3.8117e-07
 1.3667e+01, 4.4886e-07
 1.4481e+01, 5.2471e-07
 1.5344e+01, 6.1418e-07
 1.6258e+01, 7.4425e-07
 1.7226e+01, 9.1956e-07
 1.8252e+01, 1.1923e-06
 1.9339e+01, 1.4544e-06
 2.0491e+01, 1.7358e-06
 2.1711e+01, 2.0045e-06
 2.3004e+01, 2.2360e-06
 2.4374e+01, 2.2672e-06
 2.5826e+01, 2.4541e-06
 2.7364e+01, 2.6557e-06
 2.8994e+01, 2.7453e-06
 3.0721e+01, 2.7999e-06
 3.2551e+01, 2.8142e-06
 3.4489e+01, 2.8098e-06
 3.6544e+01, 2.7908e-06
 3.8720e+01, 2.7583e-06
 4.1026e+01, 2.7021e-06
 4.3470e+01, 2.6290e-06
 4.6059e+01, 2.5419e-06
 4.8802e+01, 2.4385e-06
 5.1709e+01, 2.3245e-06
 5.4789e+01, 2.1878e-06
 5.8052e+01, 2.0048e-06
 6.1510e+01, 1.8631e-06
 6.5173e+01, 1.7196e-06
 6.9055e+01, 1.5887e-06
 7.3168e+01, 1.4550e-06
 7.7525e+01, 1.3265e-06
 8.2143e+01, 1.1949e-06
 8.7035e+01, 1.0640e-06
 9.2219e+01, 9.3517e-07
 9.7712e+01, 8.1212e-07
 1.0353e+02, 6.9603e-07
 1.0970e+02, 5.9421e-07
 1.1623e+02, 5.0340e-07
 1.2315e+02, 4.2404e-07
 1.3049e+02, 3.5692e-07
 1.3826e+02, 2.9920e-07
 1.4650e+02, 2.5298e-07
 1.5522e+02, 2.1311e-07
 1.6447e+02, 1.8043e-07
 1.7426e+02, 1.5390e-07
 1.8464e+02, 1.3262e-07
 1.9564e+02, 1.1569e-07
 2.0729e+02, 1.0095e-07
 2.1964e+02, 8.9822e-08
 2.3272e+02, 8.0644e-08
 2.4658e+02, 7.2940e-08
 2.6127e+02, 6.6836e-08
 2.7683e+02, 6.1579e-08
 2.9331e+02, 5.7464e-08
 3.1079e+02, 5.4090e-08
 3.2930e+02, 5.1334e-08
 3.4891e+02, 4.9180e-08
 3.6969e+02, 4.7515e-08
 3.9171e+02, 4.6060e-08
 4.1504e+02, 4.4780e-08
 4.3976e+02, 4.3791e-08
 4.6595e+02, 4.2712e-08
 4.9370e+02, 4.1265e-08
 5.2311e+02, 3.9515e-08
 5.5426e+02, 3.7420e-08
 5.8727e+02, 3.5151e-08
 6.2225e+02, 3.2852e-08
 6.5932e+02, 3.0426e-08
 6.9858e+02, 2.7871e-08
 7.4019e+02, 2.5361e-08
 7.8428e+02, 2.2900e-08
 8.3099e+02, 2.0535e-08
 8.8048e+02, 1.8301e-08
 9.3292e+02, 1.6224e-08
 9.8849e+02, 1.4300e-08
 1.0474e+03, 1.2595e-08
 1.1098e+03, 1.1087e-08
 1.1758e+03, 9.7289e-09
 1.2459e+03, 8.5363e-09
 1.3201e+03, 7.4826e-09
 1.3987e+03, 6.5660e-09
 1.4820e+03, 5.7881e-09
 1.5703e+03, 5.1097e-09
 1.6638e+03, 4.5233e-09
 1.7629e+03, 4.0309e-09
 1.8679e+03, 3.6219e-09
 1.9792e+03, 3.2700e-09
 2.0970e+03, 2.9508e-09
 2.2219e+03, 2.6700e-09
 2.3543e+03, 2.4303e-09
 2.4945e+03, 2.2342e-09
