 7.1494e-01, 2.3320e-05
 7.5752e-01, 2.7350e-05
 8.0264e-01, 3.3362e-05
 8.5044e-01, 3.7938e-05
 9.0110e-01, 4.6384e-05
 9.5477e-01, 5.3677e-05
 1.0116e+00, 6.2635e-05
 1.0719e+00, 7.3251e-05
 1.1357e+00, 8.3927e-05
 1.2034e+00, 9.5604e-05
 1.2750e+00, 1.0941e-04
 1.3510e+00, 1.2415e-04
 1.4314e+00, 1.3879e-04
 1.5167e+00, 1.5538e-04
 1.6070e+00, 1.7235e-04
 1.7028e+00, 1.9012e-04
 1.8042e+00, 2.0891e-04
 1.9116e+00, 2.3312e-04
 2.0255e+00, 2.5399e-04
 2.1461e+00, 2.7459e-04
 2.2740e+00, 2.8904e-04
 2.4094e+00, 3.0182e-04
 2.5529e+00, 3.0818e-04
 2.7049e+00, 3.1041e-04
 2.8660e+00, 3.1017e-04
 3.0368e+00, 3.0852e-04
 3.2176e+00, 3.0278e-04
 3.4093e+00, 2.9550e-04
 3.6123e+00, 2.8593e-04
 3.8275e+00, 2.7527e-04
 4.0554e+00, 2.6403e-04
 4.2970e+00, 2.5330e-04
 4.5529e+00, 2.4200e-04
 4.8241e+00, 2.3024e-04
 5.1114e+00, 2.1840e-04
 5.4158e+00, 2.0611e-04
 5.7384e+00, 1.9152e-04
 6.0802e+00, 1.8209e-04
 6.4423e+00, 1.7051e-04
 6.8260e+00, 1.5924e-04
 7.2326e+00, 1.4842e-04
 7.6634e+00, 1.3795e-04
 8.1198e+00, 1.2786e-04
 8.6034e+00, 1.1832e-04
 9.1158e+00, 1.0907e-04
 9.6588e+00, 1.0020e-04
 1.0234e+01, 9.1329e-05
 1.0844e+01, 8.3501e-05
 1.1489e+01, 7.6178e-05
 1.2174e+01, 6.9351e-05
 1.2899e+01, 6.2995e-05
 1.3667e+01, 5.6920e-05
 1.4481e+01, 5.1181e-05
 1.5344e+01, 4.6024e-05
 1.6258e+01, 4.1068e-05
 1.7226e+01, 3.6180e-05
 1.8252e+01, 3.2062e-05
 1.9339e+01, 2.7966e-05
 2.0491e+01, 2.4557e-05
 2.1711e+01, 2.1467e-05
 2.3004e+01, 1.8672e-05
 2.4374e+01, 1.6135e-05
 2.5826e+01, 1.3816e-05
 2.7364e+01, 1.1714e-05
 2.8994e+01, 9.8434e-06
 3.0721e+01, 8.2061e-06
 3.2551e+01, 6.7810e-06
 3.4489e+01, 5.5704e-06
 3.6544e+01, 4.5541e-06
 3.8720e+01, 3.7081e-06
 4.1026e+01, 3.0268e-06
 4.3470e+01, 2.4682e-06
 4.6059e+01, 2.0202e-06
 4.8802e+01, 1.6582e-06
 5.1709e+01, 1.3543e-06
 5.4789e+01, 1.1311e-06
 5.8052e+01, 9.4543e-07
 6.1510e+01, 7.9621e-07
 6.5173e+01, 6.7247e-07
 6.9055e+01, 5.7263e-07
 7.3168e+01, 4.8914e-07
 7.7525e+01, 4.1964e-07
 8.2143e+01, 3.6177e-07
 8.7035e+01, 3.1396e-07
 9.2219e+01, 2.7338e-07
 9.7712e+01, 2.3898e-07
 1.0353e+02, 2.0990e-07
 1.0970e+02, 1.8477e-07
 1.1623e+02, 1.6313e-07
 1.2315e+02, 1.4431e-07
 1.3049e+02, 1.2788e-07
 1.3826e+02, 1.1357e-07
 1.4650e+02, 1.0123e-07
 1.5522e+02, 9.0951e-08
 1.6447e+02, 8.2973e-08
 1.7426e+02, 7.3071e-08
 1.8464e+02, 6.4942e-08
 1.9564e+02, 5.7584e-08
 2.0729e+02, 5.1647e-08
 2.1964e+02, 4.6982e-08
 2.3272e+02, 4.3182e-08
 2.4658e+02, 4.0147e-08
 2.6127e+02, 3.8006e-08
 2.7683e+02, 3.6419e-08
 2.9331e+02, 3.5080e-08
 3.1079e+02, 3.3846e-08
 3.2930e+02, 3.3092e-08
 3.4891e+02, 3.2280e-08
 3.6969e+02, 3.1839e-08
 3.9171e+02, 3.1508e-08
 4.1504e+02, 3.1332e-08
 4.3976e+02, 3.1175e-08
 4.6595e+02, 3.1116e-08
 4.9370e+02, 3.0892e-08
 5.2311e+02, 3.0519e-08
 5.5426e+02, 2.9744e-08
 5.8727e+02, 2.8699e-08
 6.2225e+02, 2.7595e-08
 6.5932e+02, 2.6327e-08
 6.9858e+02, 2.4932e-08
 7.4019e+02, 2.3406e-08
 7.8428e+02, 2.1763e-08
 8.3099e+02, 2.0062e-08
 8.8048e+02, 1.8309e-08
 9.3292e+02, 1.6541e-08
 9.8849e+02, 1.4825e-08
 1.0474e+03, 1.3187e-08
 1.1098e+03, 1.1654e-08
 1.1758e+03, 1.0255e-08
 1.2459e+03, 8.9916e-09
 1.3201e+03, 7.8758e-09
 1.3987e+03, 6.8914e-09
 1.4820e+03, 6.0408e-09
 1.5703e+03, 5.3284e-09
 1.6638e+03, 4.6941e-09
 1.7629e+03, 4.1602e-09
 1.8679e+03, 3.7272e-09
 1.9792e+03, 3.3496e-09
 2.0970e+03, 3.0150e-09
 2.2219e+03, 2.7209e-09
 2.3543e+03, 2.4674e-09
 2.4945e+03, 2.2648e-09
