 5.1114e+01, 1.6318e-10
 5.4158e+01, 1.7041e-10
 5.7384e+01, 2.7061e-10
 6.0802e+01, 2.8101e-10
 6.4423e+01, 4.3847e-10
 6.8260e+01, 4.6203e-10
 7.2326e+01, 6.2316e-10
 7.6634e+01, 7.8383e-10
 8.1198e+01, 9.4892e-10
 8.6034e+01, 1.1485e-09
 9.1158e+01, 1.3970e-09
 9.6588e+01, 1.7146e-09
 1.0234e+02, 2.1115e-09
 1.0844e+02, 2.5518e-09
 1.1489e+02, 3.0932e-09
 1.2174e+02, 3.7221e-09
 1.2899e+02, 4.5182e-09
 1.3667e+02, 5.4639e-09
 1.4481e+02, 6.5038e-09
 1.5344e+02, 7.8379e-09
 1.6257e+02, 8.9597e-09
 1.7226e+02, 1.0329e-08
 1.8252e+02, 1.2171e-08
 1.9339e+02, 1.4431e-08
 2.0491e+02, 1.6913e-08
 2.1711e+02, 1.9548e-08
 2.3004e+02, 2.2533e-08
 2.4374e+02, 2.4872e-08
 2.5826e+02, 2.7502e-08
 2.7364e+02, 3.0844e-08
 2.8994e+02, 3.3257e-08
 3.0721e+02, 3.5251e-08
 3.2551e+02, 3.6708e-08
 3.4489e+02, 3.7730e-08
 3.6544e+02, 3.8329e-08
 3.8720e+02, 3.8529e-08
 4.1026e+02, 3.8262e-08
 4.3470e+02, 3.7606e-08
 4.6059e+02, 3.6433e-08
 4.8802e+02, 3.4782e-08
 5.1709e+02, 3.2702e-08
 5.4789e+02, 3.0455e-08
 5.8052e+02, 2.7891e-08
 6.1510e+02, 2.5318e-08
 6.5173e+02, 2.2693e-08
 6.9055e+02, 2.0072e-08
 7.3168e+02, 1.7494e-08
 7.7525e+02, 1.5238e-08
 8.2143e+02, 1.3098e-08
 8.7035e+02, 1.1133e-08
 9.2219e+02, 9.3147e-09
 9.7712e+02, 7.7321e-09
 1.0353e+03, 6.3558e-09
 1.0970e+03, 5.1670e-09
 1.1623e+03, 4.1668e-09
 1.2315e+03, 3.3585e-09
 1.3049e+03, 2.6980e-09
 1.3826e+03, 2.1564e-09
 1.4650e+03, 1.7405e-09
 1.5522e+03, 1.3865e-09
 1.6447e+03, 1.1160e-09
 1.7426e+03, 9.2167e-10
 1.8464e+03, 7.5706e-10
 1.9564e+03, 6.4209e-10
 2.0729e+03, 5.5250e-10
 2.1964e+03, 4.8930e-10
 2.3272e+03, 4.4315e-10
 2.4658e+03, 4.0926e-10
 2.6127e+03, 3.8674e-10
 2.7683e+03, 3.7172e-10
 2.9332e+03, 3.6196e-10
 3.1078e+03, 3.5466e-10
 3.2929e+03, 3.4681e-10
 3.4891e+03, 3.3745e-10
 3.6969e+03, 3.2553e-10
 3.9171e+03, 3.1373e-10
 4.1504e+03, 3.0303e-10
 4.3976e+03, 2.8972e-10
 4.6595e+03, 2.7486e-10
 4.9370e+03, 2.5764e-10
 5.2311e+03, 2.3737e-10
 5.5426e+03, 2.1569e-10
 5.8728e+03, 1.9337e-10
 6.2225e+03, 1.7106e-10
 6.5931e+03, 1.4911e-10
 6.9858e+03, 1.2790e-10
 7.4019e+03, 1.0802e-10
 7.8428e+03, 9.0436e-11
 8.3099e+03, 7.5070e-11
 8.8048e+03, 6.2292e-11
 9.3292e+03, 5.1840e-11
 9.8849e+03, 4.3222e-11
 1.0474e+04, 3.6153e-11
 1.1098e+04, 3.0571e-11
 1.1758e+04, 2.6079e-11
 1.2459e+04, 2.2446e-11
 1.3201e+04, 1.9537e-11
 1.3987e+04, 1.7031e-11
 1.4820e+04, 1.4897e-11
 1.5703e+04, 1.3079e-11
 1.6638e+04, 1.1559e-11
 1.7629e+04, 1.0286e-11
 1.8679e+04, 9.2294e-12
 1.9792e+04, 8.3140e-12
 2.0970e+04, 7.5199e-12
 2.2219e+04, 6.8327e-12
 2.3543e+04, 6.2963e-12
 2.4945e+04, 5.8315e-12
