0.15   -10.7344406732
0.25   -11.1168265582
0.35   -11.2307409466
0.45   -11.1945136592
0.55   -11.0813536168
0.65   -10.9088197507
0.75   -10.7150761788
0.85   -10.4870050239
0.95   -10.2367766472
1.05   -9.98669633238
1.15   -9.71652395088
1.25   -9.47737408667
1.35   -9.28329471939
1.45   -9.13053968790
1.55   -8.98678217493
1.65   -8.89768397132
1.75   -8.83906877665
1.85   -8.77384211400
1.95   -8.72588644807
2.05   -8.71152949351
2.15   -8.69094474536
2.25   -8.67630165256
2.35   -8.66870884232
2.45   -8.65858520371
2.55   -8.66053249205
2.65   -8.65941240061
2.75   -8.66548901891
2.85   -8.66401700126
2.95   -8.66231438553
3.05   -8.67632512414
3.15   -8.67271497317
3.25   -8.66377547677
3.35   -8.68738274110
3.45   -8.68513733574
3.55   -8.67823856026
3.65   -8.68798394215
3.75   -8.70398810846
3.85   -8.67623615467
3.95   -8.69927889082
4.05   -8.70649421122
4.15   -8.70156126911
4.25   -8.70611310247
4.35   -8.72320168445
4.45   -8.72299451071
4.55   -8.71393848850
4.65   -8.72700013920
4.75   -8.73469935712
4.85   -8.73029872094
4.95   -8.73491394293
5.05   -8.73746722630
5.15   -8.74630816066
5.25   -8.73333831580
5.35   -8.74641086342
5.45   -8.73573410058
5.55   -8.74325016208
5.65   -8.75474267683
5.75   -8.74309397445
5.85   -8.74854046410
5.95   -8.74170240418
6.05   -8.74336390531
6.15   -8.74354588299
6.25   -8.74036668580
6.35   -8.73750502362
6.45   -8.72593669540
6.55   -8.73654851555
6.65   -8.71870948307
6.75   -8.71944037337
6.85   -8.72412652079
6.95   -8.72616252034
7.05   -8.72926385985
7.15   -8.71566974275
7.25   -8.72084424082
7.35   -8.70069279326
7.45   -8.70908074540
7.55   -8.69034858757
7.65   -8.68555673631
7.75   -8.68932086115
7.85   -8.68996425349
7.95   -8.66877443979
8.05   -8.67039710125
8.15   -8.65645230723
8.25   -8.65866983556
8.35   -8.65684467137
8.45   -8.65154598998
8.55   -8.64803861250
8.65   -8.64354967354
8.75   -8.63266098705
8.85   -8.61240026403
8.95   -8.62229427851
9.05   -8.60920607775
9.15   -8.60800382352
9.25   -8.59410893557
9.35   -8.59460918671
9.45   -8.57815810239
9.55   -8.56922426051
9.65   -8.57079972011
9.75   -8.56499786663
9.85   -8.55179536591
9.95   -8.53670637378
10.05   -8.53509929917
10.15   -8.53754778395
10.25   -8.53087570236
10.35   -8.52518370548
10.45   -8.51433660248
10.55   -8.50679116391
10.65   -8.49827059844
10.75   -8.48762955704
10.85   -8.48477595056
10.95   -8.46754980378
11.05   -8.46581774372
11.15   -8.46061174816
11.25   -8.45674651601
11.35   -8.43431218490
11.45   -8.44034432224
11.55   -8.42632391551
11.65   -8.41946111469
11.75   -8.41755703611
11.85   -8.40162898468
11.95   -8.40051862179
12.05   -8.39183356480
12.15   -8.38793784009
12.25   -8.37531546846
12.35   -8.37369247729
12.45   -8.36008043418
12.55   -8.35293087507
12.65   -8.34850775624
12.75   -8.34212401114
12.85   -8.33600591221
12.95   -8.32946198396
13.05   -8.32263390371
13.15   -8.32087684066
13.25   -8.30378619411
13.35   -8.29796316640
13.45   -8.29006783815
13.55   -8.26733125266
13.65   -8.25365839668
13.75   -8.23688369423
13.85   -8.22333418090
13.95   -8.20977512138
14.05   -8.16868918256
14.15   -8.14868459097
14.25   -8.13536326590
14.35   -8.09784981796
14.45   -8.08003051753
14.55   -8.04226771448
14.65   -8.01804092173
14.75   -8.00077533514
14.85   -7.97438245156
14.95   -7.94383923756
15.05   -7.92083585169
15.15   -7.88458332877
15.25   -7.86376318250
15.35   -7.81864269843
15.45   -7.79627317072
15.55   -7.77633337079
15.65   -7.73619652342
15.75   -7.70524572910
15.85   -7.67633556795
15.95   -7.64361762351
16.05   -7.60358605115
16.15   -7.57802696645
16.25   -7.53644643756
16.35   -7.48868483709
16.45   -7.44682547257
16.55   -7.42383667177
16.65   -7.39079628157
16.75   -7.35454112191
16.85   -7.31976510378
16.95   -7.27108494435
17.05   -7.22727703315
17.15   -7.18392157489
17.25   -7.13750867635
17.35   -7.09534395851
17.45   -7.04407413259
17.55   -6.99804680900
17.65   -6.96073464402
17.75   -6.88643514206
17.85   -6.83424120591
17.95   -6.77328142023
18.05   -6.71262805626
18.15   -6.65576532379
18.25   -6.58243100846
18.35   -6.52006372296
18.45   -6.44498145937
18.55   -6.36560468653
18.65   -6.31646935138
18.75   -6.18931924773
18.85   -6.10589986554
18.95   -6.01024334708
19.05   -5.88789175668
19.15   -5.74661431314
19.25   -5.62510237970
19.35   -5.46286653712
19.45   -5.27101100664
19.55   -5.04487703104
19.65   -4.77947968563
19.75   -4.47154901010
19.85   -4.21620593723
19.95   -3.84058988670
