 5.0526e+00, 3.9984e-08
 5.3535e+00, 4.7878e-08
 5.6724e+00, 6.6042e-08
 6.0102e+00, 8.7116e-08
 6.3682e+00, 1.1537e-07
 6.7475e+00, 1.2655e-07
 7.1494e+00, 1.7119e-07
 7.5752e+00, 1.9681e-07
 8.0264e+00, 2.5270e-07
 8.5044e+00, 2.6415e-07
 9.0110e+00, 3.7023e-07
 9.5477e+00, 4.1399e-07
 1.0116e+01, 4.9414e-07
 1.0719e+01, 5.9682e-07
 1.1357e+01, 6.9184e-07
 1.2034e+01, 7.9170e-07
 1.2750e+01, 9.3438e-07
 1.3510e+01, 1.0803e-06
 1.4315e+01, 1.2160e-06
 1.5167e+01, 1.3922e-06
 1.6070e+01, 1.5714e-06
 1.7028e+01, 1.7731e-06
 1.8042e+01, 2.0085e-06
 1.9116e+01, 2.2101e-06
 2.0255e+01, 2.2662e-06
 2.1461e+01, 2.2833e-06
 2.2739e+01, 2.2705e-06
 2.4094e+01, 2.2519e-06
 2.5529e+01, 2.1882e-06
 2.7049e+01, 2.1318e-06
 2.8660e+01, 2.0894e-06
 3.0367e+01, 2.0203e-06
 3.2176e+01, 1.9338e-06
 3.4093e+01, 1.8640e-06
 3.6123e+01, 1.7934e-06
 3.8275e+01, 1.7274e-06
 4.0554e+01, 1.6691e-06
 4.2970e+01, 1.6150e-06
 4.5529e+01, 1.5631e-06
 4.8241e+01, 1.5112e-06
 5.1114e+01, 1.4645e-06
 5.4158e+01, 1.4142e-06
 5.7384e+01, 1.3625e-06
 6.0802e+01, 1.3163e-06
 6.4423e+01, 1.2668e-06
 6.8260e+01, 1.2172e-06
 7.2326e+01, 1.1697e-06
 7.6634e+01, 1.1167e-06
 8.1198e+01, 1.0661e-06
 8.6034e+01, 1.0124e-06
 9.1158e+01, 9.5843e-07
 9.6588e+01, 8.9990e-07
 1.0234e+02, 8.4261e-07
 1.0844e+02, 7.9112e-07
 1.1489e+02, 7.3926e-07
 1.2174e+02, 6.8932e-07
 1.2899e+02, 6.3819e-07
 1.3667e+02, 5.8723e-07
 1.4481e+02, 5.3851e-07
 1.5344e+02, 4.9159e-07
 1.6257e+02, 4.4564e-07
 1.7226e+02, 4.0035e-07
 1.8252e+02, 3.5591e-07
 1.9339e+02, 3.1366e-07
 2.0491e+02, 2.7336e-07
 2.1711e+02, 2.3540e-07
 2.3004e+02, 2.0142e-07
 2.4374e+02, 1.7079e-07
 2.5826e+02, 1.4359e-07
 2.7364e+02, 1.1979e-07
 2.8994e+02, 9.9227e-08
 3.0721e+02, 8.1671e-08
 3.2551e+02, 6.6834e-08
 3.4489e+02, 5.4434e-08
 3.6544e+02, 4.4166e-08
 3.8720e+02, 3.5726e-08
 4.1026e+02, 2.8835e-08
 4.3470e+02, 2.3250e-08
 4.6059e+02, 1.8737e-08
 4.8802e+02, 1.5097e-08
 5.1709e+02, 1.2174e-08
 5.4789e+02, 9.8290e-09
 5.8052e+02, 7.9211e-09
 6.1510e+02, 6.4437e-09
 6.5173e+02, 5.2642e-09
 6.9055e+02, 4.2996e-09
 7.3168e+02, 3.5261e-09
 7.7525e+02, 2.9099e-09
 8.2143e+02, 2.4026e-09
 8.7035e+02, 1.9988e-09
 9.2219e+02, 1.6667e-09
 9.7712e+02, 1.3959e-09
 1.0353e+03, 1.1729e-09
 1.0970e+03, 9.9347e-10
 1.1623e+03, 8.4338e-10
 1.2315e+03, 7.1937e-10
 1.3049e+03, 6.1692e-10
 1.3826e+03, 5.3008e-10
 1.4650e+03, 4.5911e-10
 1.5522e+03, 4.0037e-10
 1.6447e+03, 3.5163e-10
 1.7426e+03, 3.0241e-10
 1.8464e+03, 2.6608e-10
 1.9564e+03, 2.3848e-10
 2.0729e+03, 2.1775e-10
 2.1964e+03, 2.0208e-10
 2.3272e+03, 1.9190e-10
 2.4658e+03, 1.8501e-10
 2.6127e+03, 1.8295e-10
 2.7683e+03, 1.8434e-10
 2.9332e+03, 1.8791e-10
 3.1078e+03, 1.9513e-10
 3.2929e+03, 2.0374e-10
 3.4891e+03, 2.0981e-10
 3.6969e+03, 2.1418e-10
 3.9171e+03, 2.1469e-10
 4.1504e+03, 2.1202e-10
 4.3976e+03, 2.1051e-10
 4.6595e+03, 2.0822e-10
 4.9370e+03, 2.0347e-10
 5.2311e+03, 1.9686e-10
 5.5426e+03, 1.8677e-10
 5.8728e+03, 1.7430e-10
 6.2225e+03, 1.6038e-10
 6.5931e+03, 1.4574e-10
 6.9858e+03, 1.2978e-10
 7.4019e+03, 1.1381e-10
 7.8428e+03, 9.8256e-11
 8.3099e+03, 8.3357e-11
 8.8048e+03, 6.9981e-11
 9.3292e+03, 5.8463e-11
 9.8849e+03, 4.8735e-11
 1.0474e+04, 4.0639e-11
 1.1098e+04, 3.4049e-11
 1.1758e+04, 2.8762e-11
 1.2459e+04, 2.4515e-11
 1.3201e+04, 2.1082e-11
 1.3987e+04, 1.8222e-11
 1.4820e+04, 1.5796e-11
 1.5703e+04, 1.3761e-11
 1.6638e+04, 1.2064e-11
 1.7629e+04, 1.0673e-11
 1.8679e+04, 9.5195e-12
 1.9792e+04, 8.5413e-12
 2.0970e+04, 7.6910e-12
 2.2219e+04, 6.9669e-12
 2.3543e+04, 6.4081e-12
 2.4945e+04, 5.9045e-12
